ns,nm,nf,entropy,la,ld,lt,fix,ndev,pd,npt,exp,rexp,sexp,bug
1,1,1,0,0.026970954,0.026970954,482,1,28,10,1,106,90.58333333,89,1
1,1,1,0,0.006896552,0.008866995,1015,1,27,3,1,107,91.58333333,90,1
1,1,1,0,0.279279279,0,111,1,2,310,1,762,248.7,98,1
2,2,2,0.650022422,0.009560229,0.001912046,523,1,25,12,1,764,250.7,747,1
2,2,8,0.746675758,0.040582267,0.025143361,566.75,1,32,281,0.375,772,258.7,755,1
1,2,5,0,0,0,8.4,1,4,36,0.4,777,263.7,106,1
2,3,4,0.684497797,0.041401274,0.022292994,78.5,1,9,27,0.5,782,268.7,116,1
1,1,1,0,0,0,56,1,1,0,1,782,268.7,110,1
1,1,1,0,0.004484305,0.004484305,669,1,16,15,1,108,92.58333333,91,0
1,1,1,0,0.021367521,0.021367521,234,1,23,1,1,109,93.58333333,92,0
1,1,1,0,0.005119454,0.005119454,586,1,21,11,1,783,269.7,655,0
1,1,1,0,0.005208333,0.005208333,576,1,21,1,1,784,270.7,656,1
1,1,2,0.985228136,0.009749304,0,359,1,30,3,1,46,32.58333333,35,0
1,1,1,0,0.007352941,0,816,1,9,2,1,785,269.95,111,0
1,1,1,0,0.00795756,0,754,1,9,51,1,786,270.95,112,0
1,1,1,0,0,0,0,1,1,0,1,791,275.95,661,0
1,1,1,0,6,0,4,1,1,0,1,791,275.95,661,0
1,1,1,0,0,0,0,1,1,0,1,791,275.95,661,0
1,1,2,0.091837166,0.068027211,0.00040016,1249.5,1,27,12,1,791,275.95,661,0
1,1,3,0.390340664,0.077476038,0.000399361,834.6666667,1,27,2,1,794,278.95,664,1
1,1,1,0,0.00990099,0.00990099,101,1,6,119,1,795,279.95,113,0
1,1,1,0,0.00990099,0.00990099,101,1,6,148,1,796,280.95,114,0
2,2,3,0.9364171,0.00862069,0.011699507,541.3333333,1,29,20,1,112,96.58333333,106,1
1,1,1,0,0.003174603,0.003174603,315,1,18,0,1,113,97.58333333,13,1
1,1,1,0,0.078947368,0.035087719,114,1,3,2,1,114,98.58333333,14,0
1,1,1,0,0.022680412,0.006185567,485,1,28,16,1,47,33.58333333,36,0
1,1,1,0,0.022633745,0.00617284,486,1,28,1,1,48,34.58333333,37,0
1,1,1,0,0.003472222,0.003472222,864,1,30,13,1,115,99.58333333,95,1
1,1,1,0,0.003472222,0.003472222,864,1,30,34,1,116,100.5833333,96,0
1,1,1,0,0.044843049,0.035874439,669,1,16,4,1,117,101.5833333,97,1
1,1,1,0,0.001706485,0.001706485,586,1,21,16,1,797,280,665,0
1,1,1,0,0.001736111,0.001736111,576,1,21,5,1,798,281,666,0
1,1,1,0,0.030150754,0,199,1,18,75,1,799,282,667,0
1,1,1,0,0.030150754,0,199,1,18,123,1,800,283,668,0
1,1,4,0.976760476,0.001785714,0.009375,560,1,23,132,1,804,287,672,1
1,1,6,0.921352102,0.002064288,0.007077558,565.1666667,1,27,295,1,810,293,678,0
2,2,8,0.700779914,0.03029853,0.006534977,841.625,1,34,113,0.875,818,301,800,1
1,1,1,0,0.005555556,0.005555556,180,0,10,147,1,15,15,4,0
1,1,1,0,0.019347037,0.00362757,827,1,9,6,1,819,302,117,1
2,2,3,0.579318705,0.040345821,0.050432277,231.3333333,1,29,35,1,120,104.5833333,114,1
1,1,1,0,0.022772277,0.015841584,1010,1,27,6,1,121,105.5833333,100,1
1,1,1,0,0,0.195121951,41,1,2,8,1,122,106.5833333,16,0
1,1,1,0,0.007858546,0.000982318,1018,1,27,92,1,123,107.5833333,101,0
1,1,1,0,0.007905138,0.000988142,1012,1,27,0,1,124,108.5833333,102,1
1,1,1,0,0.004405286,0.004405286,227,1,27,126,1,820,303,685,0
1,1,1,0,0.004444444,0.004444444,225,1,27,2,1,821,304,686,1
2,2,2,0.204668734,0.318912237,0.529048208,404.5,1,22,18,1,119,104.5,102,1
2,3,11,0.823327787,0.017894737,0.011578947,345.4545455,1,34,271,0.818181818,832,315,814,1
2,2,3,1,0.004918033,0.004918033,203.3333333,1,30,129,1,122,107.5,116,0
1,1,3,0.892008211,0.00719055,0.00719055,649,1,31,11,0.666666667,125,110.5,104,1
1,1,1,0,0.000414079,0.000414079,2415,1,27,6,1,833,314.35,693,1
1,1,1,0,0.009852217,0.001970443,1015,1,27,3,1,126,111,105,0
2,2,12,0.576514862,0.021861618,0.013071895,369.75,1,34,309,0.666666667,845,326.3,827,1
1,1,1,0,0,0,22,1,1,0,1,846,327.3,128,0
3,3,5,0.561909193,0.016453831,0.001227898,814.4,1,27,7,0.8,851,332.3,833,1
1,1,1,0,0.001663894,0.001663894,601,1,5,0,1,852,333.3,130,1
1,1,1,0,0.018987342,0.015822785,316,1,18,1,1,125,109.5833333,17,1
1,1,1,0,0.022364217,0.015974441,313,1,18,34,1,126,110.5833333,18,0
1,1,1,0,0.006329114,0.006329114,316,1,18,0,1,127,111.5833333,19,0
2,2,2,0.757878463,0.014253563,0.009752438,666.5,1,28,134,1,129,113.5833333,123,0
1,1,1,0,0.001663894,0.001663894,601,1,5,1,1,853,334.2,131,0
1,1,1,0,0.009493671,0.009493671,316,1,18,1,1,130,114.5833333,21,1
2,2,2,0.64293835,0.036912752,0,745,1,28,21,1,855,334.05,836,1
2,4,6,0.702015602,0.019538606,0.000706215,708,1,32,41,0.833333333,861,340.05,842,1
2,2,3,0.567897867,0.042744063,0.002638522,631.6666667,1,20,23,1,864,343.05,845,1
1,1,1,0,0.090909091,0.027272727,330,1,1,13,1,865,338.5,708,1
2,2,13,0.689767673,0.053151286,0.006461051,631,1,35,405,0.769230769,878,350.45,859,1
1,1,1,0,0.002207506,0,453,1,10,16,1,879,351.45,2,1
2,2,3,0.799980022,0.047101449,0.010144928,460,1,32,55,0.666666667,129,105,123,1
1,1,1,0,0.04040404,0.02020202,99,1,2,37,1,130,106,108,1
1,1,1,0,0.04040404,0.02020202,99,1,2,0,1,131,107,109,0
2,2,7,0.83121671,0.032575622,0.026132092,798.1428571,1,33,390,0.857142857,453,121.375,447,1
2,2,6,0.815138934,0.027332705,0.015080113,884.1666667,1,33,742,1,460,128.375,454,0
1,1,1,0,0.269503546,0.468085106,141,1,2,199,1,460,128.375,39,0
1,1,1,0,0.006741573,0.006741573,445,1,11,26,1,131,115.0833333,22,1
1,1,1,0,0.037956204,0,685,1,16,37,1,132,106,110,1
1,1,1,0,0.00862069,0.002873563,348,1,7,30,1,133,105,17,1
1,1,1,0,0.00862069,0.002873563,348,1,7,155,1,134,106,18,0
1,1,1,0,0.057142857,0.028571429,35,1,9,45,1,135,107,2,1
1,1,1,0,0.090909091,0.090909091,11,1,4,527,1,136,108,111,0
1,1,1,0,0.090909091,0.090909091,11,1,4,565,1,137,109,112,0
1,1,1,0,0.006968641,0.006968641,287,1,6,59,1,138,110,113,0
1,1,1,0,0.006968641,0.006968641,287,1,6,161,1,139,111,114,0
1,1,1,0,0.000400802,0.000400802,2495,1,27,5,1,140,112,115,0
1,1,1,0,0.000411015,0.000411015,2433,1,27,55,1,141,113,116,0
1,1,1,0,0.006369427,0.006369427,157,1,8,60,1,142,113.5,117,0
1,1,1,0,0.014072848,0.012417219,1208,1,19,10,1,143,114.5,118,0
2,3,3,0.812040681,0.004107543,0.001120239,892.6666667,1,27,83,1,146,117.5,139,0
1,1,1,0,0.036585366,0.012195122,82,1,18,167,1,132,116.0833333,104,0
1,1,1,0,0.002217295,0.006651885,451,1,10,36,1,133,117.0833333,4,0
1,1,1,0,0.002212389,0.004424779,452,1,10,20,1,134,118.0833333,5,0
1,1,1,0,0.00234192,0.004683841,427,1,10,177,1,135,119.0833333,6,0
2,2,2,0.961236605,0.002360578,0.001475361,1694.5,1,27,23,1,209,54.95952381,206,1
2,2,2,0.961236605,0.00250941,0.001568381,1594,1,27,163,1,211,56.95952381,208,0
1,1,1,0,0.002247191,0.002247191,890,1,10,1,1,16,16,5,0
1,1,1,0,0.010224949,0.00204499,489,1,29,22,1,17,17,11,0
1,1,1,0,0.010309278,0.002061856,485,1,29,66,1,18,18,12,0
1,1,1,0,0.00265252,0.00265252,754,1,10,102,1,19,19,6,0
2,2,2,0.118557857,0.455696203,0.412658228,395,1,19,48,1,21,21,14,1
1,1,1,0,0.004559271,0.004559271,658,1,6,31,1,22,22,7,0
1,1,1,0,0.039473684,0.039473684,152,1,3,64,1,461,124.3583333,416,0
1,1,1,0,0.037313433,0.007462687,134,1,6,64,1,23,23,8,0
1,1,1,0,0.02238806,0.007462687,134,1,6,109,1,24,24,9,0
1,1,1,0,0.016260163,0,492,1,29,1,1,25,25,14,1
1,1,1,0,0.016393443,0,488,1,29,67,1,26,26,15,0
1,1,1,0,0.006651885,0.006651885,451,1,6,121,1,27,27,10,0
1,1,1,0,0.004407051,0.008012821,2496,1,27,4,1,28,28,16,1
1,1,1,0,0.004524887,0.008227067,2431,1,27,66,1,29,29,17,0
1,1,1,0,0.00234192,0.00234192,427,1,11,182,1,213,58.86428571,3,0
1,1,1,0,0.002183406,0.002183406,458,1,11,3,1,213,58.86428571,3,0
1,1,1,0,0.000801282,0.000801282,2496,1,27,0,1,30,30,18,0
1,1,1,0,0.000822707,0.000822707,2431,1,27,66,1,31,31,19,0
1,1,1,0,0.039473684,0.039473684,152,1,4,72,1,32,32,20,0
1,1,1,0,0,0,21,1,1,0,1,214,58.57380952,2,1
1,1,1,0,0,0,21,1,1,0,1,215,59.57380952,3,0
1,1,1,0,0.228070175,0,57,1,22,164,1,30,16.41666667,27,0
1,1,1,0,0.038076152,0.02004008,499,1,29,11,1,147,107.5,120,1
1,1,1,0,0.066666667,0.026666667,75,1,19,34,1,217,61.57380952,166,0
1,1,1,0,0.068493151,0.02739726,73,1,19,175,1,217,61.57380952,166,0
1,1,1,0,0.031034483,0.020689655,290,1,6,20,1,219,63.57380952,168,0
1,1,1,0,0.031034483,0.020689655,290,1,6,181,1,219,63.57380952,168,0
1,1,2,0.468995594,0.015793849,0.000831255,601.5,1,31,53,1,137,87.58333333,106,0
1,1,1,0,0.000800641,0,2498,1,27,10,1,138,88.58333333,107,0
1,1,1,0,0.00040032,0.00040032,2498,1,28,0,1,1,1,1,0
1,1,1,0,0.002,0,500,1,29,6,1,148,107.5,121,0
1,1,1,0,0.004003203,0.003602882,2498,1,28,5,1,149,108.5,122,1
1,1,1,0,0.004113534,0.00370218,2431,1,28,81,1,150,109.5,123,0
1,1,1,0,0.005208333,0.005208333,192,1,7,314,1,151,110.5,21,1
1,1,1,0,0.005208333,0.005208333,192,1,7,405,1,152,111.5,22,0
1,1,1,0,0.042283298,0,473,1,11,23,1,153,108.5,4,1
1,1,1,0,0.000621891,0.000621891,1608,1,28,885,1,154,108.5,124,0
1,1,1,0,0.00040032,0.00040032,2498,1,28,10,1,156,110.5,126,0
1,1,1,0,0.000411353,0.000411353,2431,1,28,91,1,155,109.5,125,0
1,1,1,0,0.005172414,0.001724138,580,1,21,78,1,157,107.5,127,0
1,1,1,0,0.005093379,0.001697793,589,1,21,99,1,158,108.5,128,0
1,1,1,0,0.003598561,0.00119952,2501,1,28,10,1,159,109,129,0
1,1,1,0,0.003697617,0.001232539,2434,1,28,101,1,160,110,130,0
1,1,1,0,0.017241379,0.017241379,58,1,6,85,1,220,61.57142857,45,0
1,1,1,0,0.019230769,0.019230769,52,1,6,208,1,221,62.57142857,46,0
1,1,1,0,0.025641026,0.05982906,117,1,4,278,1,162,111.8333333,24,0
1,1,1,0,0.024390244,0.06504065,123,1,2,42,1,161,110.8333333,23,1
1,1,1,0,0.003816794,0.003816794,262,1,20,52,1,223,64.57142857,170,0
1,1,1,0,0.003816794,0.003816794,262,1,20,146,1,223,64.57142857,170,0
1,1,1,0,0.020134228,0,2533,1,28,2,1,224,65.48809524,171,1
1,1,1,0,0.029126214,0,103,1,7,93,1,33,33,11,1
1,1,1,0,0.029126214,0,103,1,7,241,1,34,34,12,0
1,1,1,0,0.030769231,0,195,1,10,65,1,163,112.1666667,131,0
1,1,1,0,0.031413613,0,191,1,10,204,1,164,113.1666667,132,0
1,1,1,0,0.025316456,0.012658228,158,1,8,50,1,165,114.1666667,133,1
1,1,1,0,0.035363458,0.031434185,1018,1,28,82,1,35,35,21,1
1,1,1,0,0.041338583,0.040354331,1016,1,28,181,1,36,36,22,0
1,1,1,0,0.084507042,0.028169014,142,1,9,221,1,37,37,13,1
2,2,2,1,0.085106383,0.028368794,141,1,9,1135,1,39,39,37,0
1,1,1,0,0.02038835,0.000970874,1030,1,28,0,1,40,40,24,0
1,1,1,0,0.020428016,0.000972763,1028,1,28,181,1,41,41,25,0
1,1,1,0,0.022584693,0.001254705,797,1,28,915,1,42,42,26,0
1,1,1,0,0.06779661,0,59,1,23,34,1,43,43,27,1
1,1,1,0,0.078431373,0,51,1,23,207,1,44,44,28,0
1,1,1,0,0.038961039,0.012987013,231,1,28,82,1,45,45,29,1
1,1,1,0,0.038626609,0.012875536,233,1,28,213,1,46,46,30,0
1,1,1,0,0.022075055,0,453,1,11,56,1,47,47,15,1
1,1,1,0,0.022075055,0,453,1,11,153,1,48,48,16,0
1,1,1,0,0.005263158,0.005263158,190,0,10,58,1,49,49,17,0
1,1,1,0,0.005555556,0.005555556,180,0,10,236,1,50,50,18,0
1,1,1,0,0.001098901,0.001098901,910,0,30,901,1,51,51,31,0
1,1,1,0,0.005263158,0.005263158,190,0,10,0,1,52,52,19,0
1,1,1,0,0.001805054,0.001805054,554,1,21,912,1,880,342.6666667,720,0
1,1,1,0,0.001459854,0.001459854,685,1,16,60,1,139,85.1,108,0
1,1,1,0,0.008595989,0.00286533,349,1,7,60,1,167,115.5,26,0
1,1,1,0,0.008595989,0.00286533,349,1,7,215,1,166,114.5,25,0
1,1,1,0,0.000394789,0.000394789,2533,1,28,15,1,169,117.1666667,135,0
1,1,1,0,0.000410846,0.000410846,2434,1,28,118,1,168,116.1666667,134,0
1,1,1,0,0,0.000971817,1029,1,28,11,1,170,118.1666667,136,0
1,1,1,0,0,0.00097371,1027,1,28,192,1,171,119.1666667,137,0
1,1,1,0,0.005128205,0.005128205,195,1,10,12,1,172,120.1666667,138,0
1,1,1,0,0.005235602,0.005235602,191,1,10,216,1,173,121.1666667,139,0
2,2,2,0.999411065,0.103806228,0.017301038,144.5,1,5,200,0.5,882,343.7,862,1
1,1,1,0,0.003278689,0.003278689,305,1,11,0,1,174,119.6666667,5,0
1,1,1,0,0.001253133,0,798,1,28,941,1,175,120.6666667,140,0
1,1,1,0,0.000972763,0,1028,1,28,207,1,176,121.6666667,141,0
1,1,1,0,0.000970874,0,1030,1,28,15,1,177,122.6666667,142,0
1,1,1,0,0.131578947,0.078947368,38,1,2,138,1,178,123.6666667,3,0
1,1,1,0,0.131578947,0.078947368,38,1,2,0,1,179,124.6666667,4,0
2,2,5,0.936490658,0.028473504,0.002109148,758.6,1,32,315,1,184,129.6666667,173,1
1,1,1,0,0.002364066,0.002364066,423,1,28,939,1,185,129.6666667,146,0
1,1,1,0,0.002430134,0.002430134,823,1,28,246,1,186,130.6666667,147,0
1,1,1,0,0.002125399,0.002125399,941,1,28,69,1,187,131.6666667,148,0
1,1,1,0,0.023411371,0.013377926,299,1,24,133,1,188,132.6666667,149,0
1,1,1,0,0.023178808,0.013245033,302,1,24,260,1,189,133.6666667,150,0
1,1,1,0,0.004395604,0,455,1,11,41,1,190,134.3333333,29,0
1,1,2,1,0.001766784,0.001766784,566,1,31,214,0.5,192,136.3333333,152,1
1,1,1,0,0.051948052,0.012987013,77,1,19,73,1,193,137.3333333,153,1
1,1,1,0,0.058823529,0.014705882,68,1,19,1027,1,195,139.3333333,155,0
1,1,1,0,0.066666667,0.026666667,75,1,19,248,1,194,138.3333333,154,0
1,1,1,0,0.117647059,0.117647059,34,1,9,626,1,196,140.3333333,3,0
1,1,1,0,0.117647059,0.147058824,34,1,9,94,1,197,141.3333333,4,0
1,1,2,0.970950594,0.001746725,0.002620087,572.5,1,28,260,1,199,143.3333333,157,0
1,1,2,0.970950594,0.001749781,0.002624672,571.5,1,28,478,1,201,145.3333333,159,0
1,1,1,0,0,0.004237288,472,1,11,60,1,202,146.3333333,6,0
1,1,1,0,0.022058824,0,136,1,7,85,1,204,148.3333333,31,0
1,1,1,0,0.022058824,0,136,1,7,194,1,203,147.3333333,30,0
1,1,1,0,0.003184713,0,314,1,6,16,1,205,148.8333333,160,0
1,1,1,0,0.003436426,0,291,1,6,258,1,206,149.8333333,161,0
1,1,1,0,0.018867925,0.012578616,159,1,8,46,1,208,151.8333333,163,1
1,1,1,0,0.018987342,0.012658228,158,1,8,160,1,207,150.8333333,162,0
1,1,1,0,0.001126126,0.001126126,888,1,30,4,1,209,152.8333333,164,1
1,1,1,0,0.001157407,0.001157407,864,1,30,173,1,210,153.8333333,165,0
1,1,1,0,0.07816092,0.016091954,435,1,21,157,1,212,155.8333333,167,1
1,1,1,0,0.058411215,0.01635514,428,1,21,258,1,211,154.8333333,166,0
1,1,1,0,0.020428016,0.025291829,1028,1,28,3,1,214,157.8333333,169,1
1,1,1,0,0.020467836,0.025341131,1026,1,28,226,1,213,156.8333333,168,0
1,1,1,0,0.007423118,0.005302227,943,1,28,7,1,215,158.8333333,170,0
1,1,1,0,0.002364066,0.002364066,423,1,28,946,1,217,160.8333333,172,0
1,1,1,0,0.008484848,0.006060606,825,1,28,253,1,216,159.8333333,171,0
1,1,1,0,0.007086614,0.004330709,2540,1,28,17,1,218,161.8333333,173,1
1,1,1,0,0.00738613,0.004924087,2437,1,28,153,1,219,162.8333333,174,0
1,1,1,0,0.001970055,0.004334121,2538,1,28,0,1,462,111.440873,417,1
1,1,1,0,0.002053388,0.004517454,2435,1,28,153,1,463,112.440873,418,0
1,1,1,0,0.015748031,0.013498313,889,1,30,1,1,221,164.8333333,176,0
1,1,1,0,0.016184971,0.013872832,865,1,30,174,1,220,163.8333333,175,0
1,1,1,0,0,0,0,1,17,259,1,222,165.8333333,177,0
1,1,1,0,0,0,0,1,17,285,1,223,166.8333333,178,0
1,1,1,0,0.012437811,0.008291874,1206,1,19,94,1,224,167.8333333,179,0
1,1,1,0,0.013863216,0.009242144,1082,1,19,157,1,225,168.8333333,180,0
1,1,1,0,0.101123596,0.026217228,267,1,26,78,1,226,169.8333333,181,1
1,1,1,0,0.11637931,0.030172414,232,1,26,172,1,227,170.8333333,182,0
1,1,1,0,0.01945683,0,2467,1,28,156,1,228,171.3333333,183,0
1,1,1,0,0.018677043,0,2570,1,28,3,1,229,172.3333333,184,1
1,1,1,0,0.003496503,0,2574,1,28,0,1,230,173.3333333,185,1
1,1,1,0,0.00364225,0,2471,1,28,156,1,231,174.3333333,186,0
1,1,1,0,0.000809389,0.000809389,2471,1,28,156,1,232,175.3333333,187,0
1,1,1,0,0.000777001,0.000777001,2574,1,28,0,1,233,176.3333333,188,0
1,1,2,1,0.001490313,0.001490313,671,1,29,8,1,235,178.3333333,190,0
1,1,2,1,0.001518603,0.001518603,658.5,1,29,492,1,237,180.3333333,192,0
1,1,1,0,0.048697622,0.055492639,883,1,11,93,1,238,181.3333333,32,0
1,1,1,0,0.006329114,0.006329114,158,1,8,164,1,226,65.21428571,173,0
1,1,1,0,0.006289308,0.006289308,159,1,8,4,1,225,64.21428571,172,0
1,1,1,0,0.002265006,0.002265006,883,1,11,0,1,239,182.3333333,33,1
1,1,4,0.540264701,0.010762332,0.019282511,557.5,1,32,136,1,83,22.73333333,68,1
1,1,4,0.540264701,0.01082544,0.01939558,554.25,1,32,992,1,87,26.73333333,72,0
1,1,2,0.997772472,0.037249284,0.014326648,349,1,30,441,1,89,28.73333333,74,0
1,1,2,0.997772472,0.036619718,0.014084507,355,1,30,234,1,91,30.73333333,76,1
1,1,1,0,0.001517451,0,659,1,7,104,1,92,31.73333333,5,0
1,1,1,0,0.005062305,0.007398754,2568,1,28,12,1,240,181.8333333,193,1
1,1,1,0,0.005273834,0.007707911,2465,1,28,168,1,241,182.8333333,194,0
1,1,1,0,0.005813953,0.005813953,172,1,10,143,1,242,183.8333333,195,0
1,1,2,0.985228136,0.009641873,0,363,1,30,342,1,244,185.8333333,197,0
1,1,1,0,0.001557632,0.001557632,2568,1,28,2,1,245,186.8333333,198,1
1,1,1,0,0.001622718,0.001622718,2465,1,28,170,1,246,187.8333333,199,0
1,1,1,0,0.045112782,0.036090226,665,1,16,211,1,247,188.8333333,200,0
2,2,2,0.811278124,0.017307692,0.013461538,520,1,17,42,1,249,190.8333333,235,1
2,2,2,0.787126586,0.019704433,0.013793103,507.5,1,17,483,1,251,192.8333333,237,0
1,1,1,0,0.036585366,0.004065041,246,1,24,26,1,93,32.65,77,0
1,1,1,0,0.037974684,0.004219409,237,1,24,177,1,94,33.65,78,0
1,1,1,0,0.043269231,0.004807692,208,1,24,982,1,95,34.65,79,0
1,1,1,0,0.013528749,0.009019166,887,1,11,18,1,252,191.8333333,36,1
1,1,1,0,0.015831135,0.01055409,758,1,11,213,1,253,192.8333333,37,0
2,2,3,0.830711978,0.018463811,0.005169867,451.3333333,1,27,8,1,256,195.8333333,242,1
2,2,3,0.834202289,0.021381579,0.005756579,405.3333333,1,27,670,1,259,198.8333333,245,0
1,1,1,0,0.002785515,0.002785515,359,1,7,3,1,260,199.8333333,40,1
1,1,1,0,0.020698577,0.005174644,773,1,11,213,1,883,333.8,142,0
2,2,9,0.875165263,0.018530997,0.025269542,329.7777778,1,34,854,0.888888889,472,120.1329365,466,1
1,1,4,0.669899962,0.015853659,0.023170732,410,1,33,1165,0.75,477,125.1329365,429,0
1,1,1,0,0.129032258,0.161290323,31,1,14,309,1,477,125.1329365,429,0
1,1,3,0.948225211,0.024520256,0.02771855,312.6666667,1,15,786,1,480,128.1329365,45,0
1,1,1,0,0.00422833,0.002114165,473,1,11,26,1,481,129.1329365,6,0
1,1,1,0,0.009940358,0,503,1,29,10,1,482,130.1329365,430,0
1,1,1,0,0.010162602,0,492,1,29,179,1,483,131.1329365,431,0
1,1,1,0,0.032258065,0.008064516,124,1,4,57,1,484,132.0496032,46,0
1,1,1,0,0.044444444,0.011111111,90,1,4,580,1,485,133.0496032,47,0
1,1,1,0,0.007861635,0.001572327,636,1,28,972,1,486,134.0496032,432,0
1,1,2,0.591672779,0.019264448,0.00525394,285.5,1,28,44,1,2,2,2,0
1,1,2,0.591672779,0.020408163,0.005565863,269.5,1,28,495,1,4,4,4,0
2,2,7,0.801709149,0.02407767,0.010679612,735.7142857,1,34,1603,1,11,11,11,0
2,2,7,0.801709149,0.022611233,0.010029176,783.4285714,1,34,205,0.857142857,18,18,18,1
1,1,1,0,0.004310345,0.004310345,232,1,29,6,1,19,19,13,1
1,1,1,0,0.004273504,0.004273504,234,1,29,287,1,20,20,14,0
1,1,1,0,0.008474576,0,236,1,29,287,1,21,21,15,0
1,1,1,0,0.008547009,0,234,1,29,0,1,22,22,16,0
1,1,1,0,0.425925926,0.685185185,54,1,17,287,1,23,23,17,0
1,1,1,0,0.425925926,0.685185185,54,1,17,161,1,24,24,18,1
1,1,1,0,0.000772201,0.003474903,2590,1,29,1,1,261,198.5,207,1
1,1,1,0,0.000804182,0.003618818,2487,1,29,182,1,262,199.5,208,0
1,1,1,0,0.001845018,0,1084,1,19,185,1,263,200.5,209,0
1,1,1,0,0.001655629,0,1208,1,19,28,1,264,201.5,210,0
1,1,2,0.721928095,0.031400966,0.016908213,207,1,29,15,1,266,203.5,212,1
1,1,2,0.721928095,0.03117506,0.016786571,208.5,1,29,576,0.5,268,205.5,214,0
1,1,1,0,0.010348793,0.000383289,2609,1,29,0,1,269,206.5,215,0
1,1,1,0,0.002808989,0.002808989,356,1,8,7,1,270,207.5,41,0
1,1,1,0,0.002881844,0.002881844,347,1,8,282,1,271,208.5,42,0
1,1,1,0,0.009174312,0.006116208,327,1,3,9,1,2,2,2,0
2,2,2,0.961236605,0.020833333,0.009259259,216,1,29,106,1,26,26,26,1
1,1,1,0,0.012552301,0.008368201,239,1,29,291,1,27,27,20,0
1,1,1,0,0.030769231,0.01025641,195,1,8,508,1,28,28,8,0
1,1,1,0,0.000402253,0.00160901,2486,1,29,186,1,29,29,21,0
1,1,1,0,0.000383436,0.001533742,2608,1,29,4,1,30,30,22,0
2,2,2,0.512709142,0.059221658,0.059221658,295.5,1,30,511,1,32,32,32,0
2,2,2,0.512709142,0.058139535,0.058139535,301,1,30,91,1,34,34,34,1
1,1,1,0,0.005617978,0.005617978,178,1,11,292,1,35,35,25,0
1,1,1,0,0.003216727,0.001206273,2487,1,29,187,1,36,36,26,0
1,1,1,0,0.003066309,0.001149866,2609,1,29,1,1,37,37,27,0
1,1,1,0,0.011173184,0.000399042,2506,1,29,187,1,53,46,32,0
1,1,1,0,0.003062787,0.001531394,2612,1,29,1,1,31,12.43333333,28,0
1,1,1,0,0.003188521,0.001594261,2509,1,29,188,1,32,13.43333333,29,0
1,1,1,0,0.001970443,0.001970443,1015,1,29,262,1,38,38,28,0
1,1,1,0,0.001966568,0.001966568,1017,1,29,24,1,39,39,29,0
1,1,1,0,0.005555556,0.005555556,180,0,10,317,1,54,47,20,0
1,1,1,0,0.001098901,0.001098901,910,0,31,982,1,55,48,33,0
1,1,1,0,0.005263158,0.005263158,190,0,10,82,1,56,49,21,0
2,2,4,0.700595846,0.017465475,0.014216084,615.5,1,33,24,1,275,212,261,1
2,4,4,0.773612131,0.064387917,0,314.5,1,30,288,1,279,216,265,1
1,1,1,0,0.01010101,0.01010101,99,1,2,141,1,280,217,219,0
2,2,3,0.901894422,0.014867485,0.011635423,515.6666667,1,32,9,0.666666667,283,220,269,1
1,1,1,0,0.01010101,0.01010101,99,1,2,0,1,284,221,221,0
3,3,13,0.864869863,0.012680044,0.002092823,624.8461538,1,35,391,0.769230769,297,234,289,1
2,2,2,0.15045116,0.204577969,0.324749642,349.5,1,19,173,1,299,236,238,1
1,1,11,0.784234114,0.015928323,0.021652563,365.2727273,1,30,1337,1,310,247,241,1
2,2,4,0.951761985,0.007662835,0.005747126,391.5,1,33,9,0.5,314,251,298,1
2,2,4,0.750136173,0.007836991,0.001567398,478.5,1,33,0,0.75,318,255,302,1
1,1,1,0,0.00382263,0.003440367,2616,1,29,0,1,319,256,248,1
1,1,1,0,0.005263158,0.005263158,190,0,10,2,1,57,50,22,0
2,2,4,0.908170057,0.00577034,0.004616272,433.25,1,34,24,0.75,43,43,43,1
2,2,2,0.588757589,0.077241379,0.010344828,725,1,30,2,1,45,45,45,1
2,2,2,0.503258335,0.003200569,0,1406,1,29,194,1,47,47,47,0
2,2,4,0.300887947,0.093250902,0.070066976,485.25,1,32,25,0.75,51,51,51,1
1,1,1,0,0.003480278,0.002320186,862,1,31,2,1,52,52,38,1
2,2,2,0.949452015,0.012345679,0.000685871,729,1,31,16,1,54,54,54,1
1,1,2,0.134029796,0.015594542,0.192982456,256.5,1,30,14,1,56,56,41,1
1,1,1,0,0.007670182,0.004793864,1043,1,29,4,1,57,57,42,0
1,1,2,0.134029796,0.170689655,0.013793103,290,1,30,0,0.5,59,59,44,1
2,2,3,0.222726057,0.008072654,0.103935419,330.3333333,1,31,8,0.666666667,62,62,47,1
1,1,1,0,0.02247191,0.016853933,178,1,11,19,1,63,63,47,1
1,1,1,0,0.02247191,0.02247191,178,1,11,307,1,64,64,48,0
1,1,1,0,0.030592734,0.024856597,1046,1,29,3,1,65,65,49,0
1,1,1,0,0.01826484,0.02283105,219,1,16,11,1,66,66,50,0
1,1,1,0,0.011009871,0,2634,1,29,9,1,67,67,51,1
2,2,3,0.815638145,0.018355946,0.011971269,417.6666667,1,32,194,1,70,70,69,1
1,1,1,0,0.008,0.004,250,1,8,1,1,71,71,17,0
3,3,15,0.925380243,0.00700742,0.005255565,646.9333333,1,36,483,0.866666667,86,86,85,1
